Click ,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Make command Turn 135,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Make command Move 1,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Make command Turn 90,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Make command Move 1,8:17h - 9/5/2013
Checking the solution ,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Solution is Incorrect ,8:17h - 9/5/2013
Checked emotions are Sad/Guilty. ,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Make command Turn 176,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Make command Plot point,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Make command Turn S,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Make command Grab Point P1,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Make command Turn 90,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Make command Turn E,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Make command Move 3,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Checking the solution ,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Solution is Incorrect ,8:17h - 9/5/2013
Checked emotions are Sad/Guilty/Ashamed/Pitiful/Frustrated. ,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Make command Turn 90,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Make command Release Point,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Make command Turn 90,8:17h - 9/5/2013
Refresh problem ,8:17h - 9/5/2013
Replaying all steps ,8:17h - 9/5/2013
Click ,8:17h - 9/5/2013
Make command Turn 90,8:17h - 9/5/2013
Current problem index : 0 ,9:27h - 9/5/2013
Checking the solution ,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Solution is Correct ,9:27h - 9/5/2013
Checked emotions are . ,9:27h - 9/5/2013
Moving to next problem ,9:27h - 9/5/2013
Current problem index : 1 ,9:27h - 9/5/2013
Refresh problem ,9:27h - 9/5/2013
Replaying all steps ,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Turn 90,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Move 2,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Move 1,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Turn 90,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Turn 180,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Move 1,9:27h - 9/5/2013
Checking the solution ,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Solution is Incorrect ,9:27h - 9/5/2013
Checked emotions are Sad/Ashamed/Pitiful/Frustrated. ,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Move 2,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Turn 90,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Turn 178,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Move 2,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Turn 90,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Turn 180,9:27h - 9/5/2013
Checking the solution ,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Solution is Incorrect ,9:27h - 9/5/2013
Checked emotions are Sad/Guilty/Frustrated. ,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Plot point,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Checking the solution ,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Solution is Correct ,9:27h - 9/5/2013
Checked emotions are Happy/Grateful/Proud. ,9:27h - 9/5/2013
Moving to next problem ,9:27h - 9/5/2013
Current problem index : 2 ,9:27h - 9/5/2013
Refresh problem ,9:27h - 9/5/2013
Replaying all steps ,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Move 270,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Turn 270,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Turn 90,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Turn 175,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Move 3,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Turn 90,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Move 10,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Move 3,9:27h - 9/5/2013
Checking the solution ,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Solution is Incorrect ,9:27h - 9/5/2013
Checked emotions are Sad/Guilty/Ashamed/Frustrated. ,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Turn 7,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Plot point,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Plot point,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Turn W,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Turn N,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Move 1,9:27h - 9/5/2013
Checking the solution ,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Solution is Incorrect ,9:27h - 9/5/2013
Checked emotions are Sad/Guilty/Ashamed/Pitiful/Frustrated. ,9:27h - 9/5/2013
Click ,9:27h - 9/5/2013
Make command Turn 90,9:27h - 9/5/2013
Current problem index : 0 ,10:28h - 9/5/2013
Click ,10:28h - 9/5/2013
Current problem index : 0 ,10:32h - 9/5/2013
Switch user 2,20:20h - 8/27/2013
Click ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move -2,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Grab Point P1,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 2,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Release Point,10:32h - 9/5/2013
Refresh problem ,10:32h - 9/5/2013
Replaying all steps ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Plot point,10:32h - 9/5/2013
Checking the solution ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Solution is Correct ,10:32h - 9/5/2013
Checked emotions are Happy. ,10:32h - 9/5/2013
Replaying all steps ,10:32h - 9/5/2013
Moving to next problem ,10:32h - 9/5/2013
Current problem index : 1 ,10:32h - 9/5/2013
Refresh problem ,10:32h - 9/5/2013
Replaying all steps ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 2,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 3,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move -2,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Plot point,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move -2,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Plot point,10:32h - 9/5/2013
Checking the solution ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Solution is Incorrect ,10:32h - 9/5/2013
Checked emotions are Sad. ,10:32h - 9/5/2013
Refresh problem ,10:32h - 9/5/2013
Replaying all steps ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 1,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 2,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move -2,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Plot point,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 1,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Plot point,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 1,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Plot point,10:32h - 9/5/2013
Checking the solution ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Solution is Incorrect ,10:32h - 9/5/2013
Checked emotions are Sad. ,10:32h - 9/5/2013
Refresh problem ,10:32h - 9/5/2013
Replaying all steps ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 3,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Plot point,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move -2,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Plot point,10:32h - 9/5/2013
Checking the solution ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Solution is Incorrect ,10:32h - 9/5/2013
Checked emotions are Sad. ,10:32h - 9/5/2013
Refresh problem ,10:32h - 9/5/2013
Replaying all steps ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 3,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Turn N,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 1,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Plot point,10:32h - 9/5/2013
Checking the solution ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Solution is Correct ,10:32h - 9/5/2013
Checked emotions are Happy. ,10:32h - 9/5/2013
Moving to next problem ,10:32h - 9/5/2013
Refresh problem ,10:32h - 9/5/2013
Replaying all steps ,10:32h - 9/5/2013
Current problem index : 2 ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move -2,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Turn S,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move -3,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 3,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 3,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Plot point,10:32h - 9/5/2013
Checking the solution ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Solution is Correct ,10:32h - 9/5/2013
Checked emotions are Happy. ,10:32h - 9/5/2013
Moving to next problem ,10:32h - 9/5/2013
Replaying all steps ,10:32h - 9/5/2013
Current problem index : 3 ,10:32h - 9/5/2013
Refresh problem ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 3,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Turn S,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 2,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Plot point,10:32h - 9/5/2013
Checking the solution ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Solution is Correct ,10:32h - 9/5/2013
Checked emotions are Happy. ,10:32h - 9/5/2013
Moving to next problem ,10:32h - 9/5/2013
Current problem index : 4 ,10:32h - 9/5/2013
Refresh problem ,10:32h - 9/5/2013
Replaying all steps ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Turn N,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 2,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Turn E,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 1,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Refresh problem ,10:32h - 9/5/2013
Replaying all steps ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Grab Point P1,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 2,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Turn S,10:32h - 9/5/2013
Refresh problem ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 2,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Release Point,10:32h - 9/5/2013
Checking the solution ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Solution is Incorrect ,10:32h - 9/5/2013
Checked emotions are Sad. ,10:32h - 9/5/2013
Refresh problem ,10:32h - 9/5/2013
Replaying all steps ,10:32h - 9/5/2013
Refresh problem ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Grab Point P1,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 2,10:32h - 9/5/2013
Refresh problem ,10:32h - 9/5/2013
Replaying all steps ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Grab Point P1,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Turn E,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 2,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Turn S,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Move 2,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Make command Release Point,10:32h - 9/5/2013
Checking the solution ,10:32h - 9/5/2013
Click ,10:32h - 9/5/2013
Solution is Correct ,10:32h - 9/5/2013
Checked emotions are Happy. ,10:32h - 9/5/2013
Moving to next problem ,10:32h - 9/5/2013
Current problem index : 5 ,10:32h - 9/5/2013
Refresh problem ,10:32h - 9/5/2013
Replaying all steps ,10:32h - 9/5/2013
Switch user 3,20:20h - 8/27/2013
Current problem index : 0 ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Make command Move -2,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Make command Turn N,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Make command Plot point,13:4h - 9/5/2013
Replaying all steps ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Make command Grab Point P1,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Make command Move 2,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Make command Release Point,13:4h - 9/5/2013
Refresh problem ,13:4h - 9/5/2013
Checking the solution ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Solution is Correct ,13:4h - 9/5/2013
Checked emotions are Happy. ,13:4h - 9/5/2013
Moving to next problem ,13:4h - 9/5/2013
Current problem index : 1 ,13:4h - 9/5/2013
Refresh problem ,13:4h - 9/5/2013
Replaying all steps ,13:4h - 9/5/2013
Checking the solution ,13:4h - 9/5/2013
Refresh problem ,13:4h - 9/5/2013
Checking the solution ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Solution is Incorrect ,13:4h - 9/5/2013
Checked emotions are Ashamed. ,13:4h - 9/5/2013
Replaying all steps ,13:4h - 9/5/2013
Replaying all steps ,13:4h - 9/5/2013
Replaying all steps ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Make command Move 3,13:4h - 9/5/2013
Replaying all steps ,13:4h - 9/5/2013
Checking the solution ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Solution is Incorrect ,13:4h - 9/5/2013
Checked emotions are Happy/Sad/Pitiful/Frustrated/Proud. ,13:4h - 9/5/2013
Replaying all steps ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Make command Turn S,13:4h - 9/5/2013
Replaying all steps ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Make command Plot point,13:4h - 9/5/2013
Replaying all steps ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Make command Grab Point P1,13:4h - 9/5/2013
Replaying all steps ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Make command Release Point,13:4h - 9/5/2013
Checking the solution ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Solution is Incorrect ,13:4h - 9/5/2013
Checked emotions are . ,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Make command Turn N,13:4h - 9/5/2013
Click ,13:4h - 9/5/2013
Make command Move 3,13:4h - 9/5/2013
Refresh problem ,13:4h - 9/5/2013
Replaying all steps ,13:4h - 9/5/2013
Current problem index : 0 ,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Loading problem through Applet ,14:19h - 9/5/2013
Current problem index : 0 ,14:19h - 9/5/2013
Refresh problem ,14:19h - 9/5/2013
Replaying all steps ,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Loading problem through Applet ,14:19h - 9/5/2013
Current problem index : 1 ,14:19h - 9/5/2013
Refresh problem ,14:19h - 9/5/2013
Replaying all steps ,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Move 3,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Turn N,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Move 1,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Plot point,14:19h - 9/5/2013
Checking the solution ,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Solution is Correct ,14:19h - 9/5/2013
Checked emotions are Grateful. ,14:19h - 9/5/2013
Moving to next problem ,14:19h - 9/5/2013
Replaying all steps ,14:19h - 9/5/2013
Current problem index : 2 ,14:19h - 9/5/2013
Refresh problem ,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Turn S,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Move 2,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Turn N,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Move 1,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Move 1,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Turn W,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Move 2,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Turn S,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Move 3,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Plot point,14:19h - 9/5/2013
Checking the solution ,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Solution is Correct ,14:19h - 9/5/2013
Checked emotions are Happy. ,14:19h - 9/5/2013
Moving to next problem ,14:19h - 9/5/2013
Current problem index : 3 ,14:19h - 9/5/2013
Refresh problem ,14:19h - 9/5/2013
Replaying all steps ,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Move 3,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Turn S,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Move 2,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Make command Plot point,14:19h - 9/5/2013
Checking the solution ,14:19h - 9/5/2013
Click ,14:19h - 9/5/2013
Solution is Correct ,14:19h - 9/5/2013
Checked emotions are Grateful. ,14:19h - 9/5/2013
Moving to next problem ,14:19h - 9/5/2013
Current problem index : 4 ,14:19h - 9/5/2013
Refresh problem ,14:19h - 9/5/2013
Replaying all steps ,14:19h - 9/5/2013
Current problem index : 0 ,15:46h - 9/5/2013
Current problem index : 0 ,15:48h - 9/5/2013
Current problem index : 0 ,15:50h - 9/5/2013
Click ,15:50h - 9/5/2013
Click ,15:50h - 9/5/2013
Make command Move 1,15:50h - 9/5/2013
Refresh problem ,15:50h - 9/5/2013
Replaying all steps ,15:50h - 9/5/2013
Click ,15:50h - 9/5/2013
Make command Move 2,15:50h - 9/5/2013
Current problem index : 0 ,15:52h - 9/5/2013
Switch user 4,20:20h - 8/27/2013
Current problem index : 0 ,8:1h - 9/6/2013
Click ,8:1h - 9/6/2013
Make command Move 2,8:1h - 9/6/2013
Current problem index : 0 ,8:2h - 9/6/2013
Click ,8:2h - 9/6/2013
Make command Move 2,8:2h - 9/6/2013
Current problem index : 0 ,8:3h - 9/6/2013
Click ,8:3h - 9/6/2013
Make command Move 2,8:3h - 9/6/2013
Current problem index : 0 ,8:6h - 9/6/2013
Click ,8:6h - 9/6/2013
Make command Move 2,8:6h - 9/6/2013
Current problem index : 0 ,8:8h - 9/6/2013
Click ,8:8h - 9/6/2013
Click ,8:8h - 9/6/2013
Make command Move 2,8:8h - 9/6/2013
Current problem index : 0 ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Move -2,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Turn N,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Plot point,8:9h - 9/6/2013
Replaying all steps ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Grab Point P1,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Move 2,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Release Point,8:9h - 9/6/2013
Checking the solution ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Solution is Correct ,8:9h - 9/6/2013
Checked emotions are Happy/Grateful/Proud. ,8:9h - 9/6/2013
Refresh problem ,8:9h - 9/6/2013
Moving to next problem ,8:9h - 9/6/2013
Current problem index : 1 ,8:9h - 9/6/2013
Refresh problem ,8:9h - 9/6/2013
Replaying all steps ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Move 3,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Turn N,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Move 1,8:9h - 9/6/2013
Checking the solution ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Plot point,8:9h - 9/6/2013
Checking the solution ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Solution is Correct ,8:9h - 9/6/2013
Checked emotions are Happy/Proud. ,8:9h - 9/6/2013
Moving to next problem ,8:9h - 9/6/2013
Current problem index : 2 ,8:9h - 9/6/2013
Refresh problem ,8:9h - 9/6/2013
Replaying all steps ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Turn W,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Move 2,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Move 3,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Plot point,8:9h - 9/6/2013
Checking the solution ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Solution is Incorrect ,8:9h - 9/6/2013
Checked emotions are Sad/Ashamed/Frustrated. ,8:9h - 9/6/2013
Refresh problem ,8:9h - 9/6/2013
Replaying all steps ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Turn W,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Move 2,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Turn S,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Move 3,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Plot point,8:9h - 9/6/2013
Checking the solution ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Solution is Correct ,8:9h - 9/6/2013
Checked emotions are Proud. ,8:9h - 9/6/2013
Moving to next problem ,8:9h - 9/6/2013
Current problem index : 3 ,8:9h - 9/6/2013
Refresh problem ,8:9h - 9/6/2013
Replaying all steps ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Move 3,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Turn S,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Move 2,8:9h - 9/6/2013
Checking the solution ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Plot point,8:9h - 9/6/2013
Checking the solution ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Solution is Correct ,8:9h - 9/6/2013
Checked emotions are Happy/Grateful/Proud. ,8:9h - 9/6/2013
Moving to next problem ,8:9h - 9/6/2013
Current problem index : 4 ,8:9h - 9/6/2013
Refresh problem ,8:9h - 9/6/2013
Replaying all steps ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Turn E,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Move 1,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Move 2,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Plot point,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Grab Point P1,8:9h - 9/6/2013
Refresh problem ,8:9h - 9/6/2013
Replaying all steps ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Click ,8:9h - 9/6/2013
Make command Grab Point P1,8:9h - 9/6/2013
Current problem index : 0 ,9:30h - 9/6/2013
Click ,9:30h - 9/6/2013
Loading problem through Applet ,9:30h - 9/6/2013
Current problem index : 3 ,9:30h - 9/6/2013
Refresh problem ,9:30h - 9/6/2013
Replaying all steps ,9:30h - 9/6/2013
Click ,9:30h - 9/6/2013
Loading problem through Applet ,9:30h - 9/6/2013
Current problem index : 4 ,9:30h - 9/6/2013
Refresh problem ,9:30h - 9/6/2013
Replaying all steps ,9:30h - 9/6/2013
Click ,9:30h - 9/6/2013
Make command Grab Point P1,9:30h - 9/6/2013
Current problem index : 0 ,9:33h - 9/6/2013
Click ,9:33h - 9/6/2013
Loading problem through Applet ,9:33h - 9/6/2013
Current problem index : 4 ,9:33h - 9/6/2013
Refresh problem ,9:33h - 9/6/2013
Replaying all steps ,9:33h - 9/6/2013
Click ,9:33h - 9/6/2013
Make command Grab Point P1,9:33h - 9/6/2013
Click ,9:33h - 9/6/2013
Make command Turn E,9:33h - 9/6/2013
Click ,9:33h - 9/6/2013
Make command Move 2,9:33h - 9/6/2013
Click ,9:33h - 9/6/2013
Make command Turn S,9:33h - 9/6/2013
Click ,9:33h - 9/6/2013
Make command Move 2,9:33h - 9/6/2013
Click ,9:33h - 9/6/2013
Make command Release Point,9:33h - 9/6/2013
Click ,9:33h - 9/6/2013
Make command Plot point,9:33h - 9/6/2013
Checking the solution ,9:33h - 9/6/2013
Click ,9:33h - 9/6/2013
Solution is Correct ,9:33h - 9/6/2013
Checked emotions are Happy/Hungry. ,9:33h - 9/6/2013
Moving to next problem ,9:33h - 9/6/2013
Current problem index : 5 ,9:33h - 9/6/2013
Refresh problem ,9:33h - 9/6/2013
Replaying all steps ,9:33h - 9/6/2013
Click ,9:33h - 9/6/2013
Make command Turn E,9:33h - 9/6/2013
Click ,9:33h - 9/6/2013
Make command Move 2,9:33h - 9/6/2013
Click ,9:33h - 9/6/2013
Make command Move 3,9:33h - 9/6/2013
Click ,9:33h - 9/6/2013
Make command Grab Point P1,9:33h - 9/6/2013
Current problem index : 0 ,9:44h - 9/6/2013
Click ,9:44h - 9/6/2013
Loading problem through Applet ,9:44h - 9/6/2013
Current problem index : 5 ,9:44h - 9/6/2013
Refresh problem ,9:44h - 9/6/2013
Replaying all steps ,9:44h - 9/6/2013
Click ,9:44h - 9/6/2013
Make command Grab Point P1,9:44h - 9/6/2013
Click ,9:44h - 9/6/2013
Make command Turn E,9:44h - 9/6/2013
Click ,9:44h - 9/6/2013
Make command Move 3,9:44h - 9/6/2013
Click ,9:44h - 9/6/2013
Make command Turn N,9:44h - 9/6/2013
Click ,9:44h - 9/6/2013
Make command Move 1,9:44h - 9/6/2013
Click ,9:44h - 9/6/2013
Make command Release Point,9:44h - 9/6/2013
Checking the solution ,9:44h - 9/6/2013
Click ,9:44h - 9/6/2013
Solution is Correct ,9:44h - 9/6/2013
Checked emotions are Happy/Hungry/Grateful/Proud. ,9:44h - 9/6/2013
Moving to next problem ,9:44h - 9/6/2013
Current problem index : 6 ,9:44h - 9/6/2013
Switch user 5,20:20h - 8/27/2013
Refresh problem ,9:44h - 9/6/2013
